,0
2222,installation
2223,(Administration
2224,action):
2225,Inspect
2226,scaffolds
2227,work
2228,platforms
2229,ensure
2230,they
2231,suitable
2232,task
2233,N
2234,et
2235,controls
2236,h
2237,ad
2238,modified
2239,left
2240,unsecured
2241,(Engineering
2242,Action):
2243,Regularly
2244,inspect
2245,dropped
2246,object
2247,protection
2248,controls
2249,(nets)
2250,coverage
2251,(Engineering
2252,Action):
2253,Install
2254,hard
2255,covered
2256,overhead
2257,protection
2258,walkways
2259,Re
2260,enactment
2261,foam
2262,material
2263,Preliminary
2264,HSEC
2265,Incident
2266,Alert
2267,Growth
2268,Innovation
2269,distributed
2270,incident
2271,occurrence
2272,DISPLAY
2273,BOARDS
2274,DAYS
2275,AFTER
2276,INCIDENT
2277,Incident:
2278,Dr
2279,opped
2280,Steel
2281,Plate
2282,Preliminary
2283,Classification:
2284,Significant
2285,Incident
2286,Operation
2287,Project:
2288,Underground
2289,Project
2290,Location
2291,Region:
2292,C
2293,entral
2294,Heating
2295,Plant
2296,27
2297,Growth
2298,Innovation
2299,Critical
2300,Control:
2301,Work
2302,Area
2303,Management
2304,Duff
2305,0435
2306,worker
2307,dropped
2308,steel
2309,base
2310,plate
2311,through
2312,gap
2313,scaffold
2314,planks.
2315,plate
2316,fell
2317,11.5
2318,meters
2319,grade.
2320,its
2321,trajectory
2322,temporarily
2323,arrested
2324,dropped
2325,object
2326,net.
2327,area
2328,barricaded
2329,there
2330,personnel
2331,present
2332,Immediate
2333,actions:
2334,Work
2335,activity
2336,stopped
2337,immediately.
2338,Initiated
2339,installation
2340,hard
2341,covered
2342,walkways
2343,deck
2344,openings.
2345,Area
2346,inspection
2347,ensure
2348,netting
2349,secure
2350,free
2351,voids.
2352,Investigation
2353,commenced
2354,Re
2355,enactment
2356,foam
2357,material
2358,3.4
2359,2018/10/29
2360,95091916
2361,2018.10.29
2362,"3,4"
2363,2018/10/30
2364,99094426
2365,C
2366,-2873
2367,J
2368,‚
2369,™
2370,J
2371,2018/10/30
2372,09-2837
2373,J
2374,J
2375,Preliminary
2376,Final
2377,HSEC
2378,Incident
2379,Alert
2380,Growth
2381,Innovation
2382,distribu
2383,ted
2384,incident
2385,occurrence
2386,DISPLAY
2387,BOARDS
2388,DAYS
2389,AFTER
2390,INCIDENT
2391,Incident:
2392,Roller
2393,tipped
2394,side
2395,Preliminary
2396,Classification:
2397,Medical
2398,Treatment
2399,Injury
2400,(MTI)
2401,Operation
2402,Project
2403,C2S
2404,Boxcut
2405,Declines
2406,Location
2407,Region
2408,Backfill
2409,above
2410,conveyor
2411,decline
2412,8
2413,Underground
2414,Project
2415,Critical
2416,Control
2417,Matthew
2418,Breen
2419,9509
2420,1142
2421,compacting
2422,general
2423,backfill
2424,above
2425,conveyor
2426,decline
2427,mini
2428,-roller
2429,entered
2430,sloped
2431,batter
2432,(13
2433,0)
2434,tipped
2435,onto
2436,its
2437,right
2438,hand
2439,side.
2440,IP™s
2441,left
2442,hand
2443,"injured,"
2444,requiring
2445,first
2446,aid
2447,treatment
2448,small
2449,laceration.
2450,Findings
2451,Outcomes
2452,Inadequate
2453,lighting
2454,work
2455,area
2456,work
2457,area
2458,shadow
2459,Install
2460,demarcation
2461,edges
2462,backfill
2463,compaction
2464,slopes
2465,operator
2466,taken
2467,clinic
2468,received
2469,first
2470,aid
2471,treatment
2472,o
2473,Steristrips
2474,applied
2475,laceration
2476,r
2477,eleased
2478,full
2479,duties
2480,o
2481,Regular
2482,dressing
2483,changes
2484,completed
2485,medical
2486,staff
2487,o
2488,During
2489,medical
2490,review
2491,e
2492,week
2493,"later,"
2494,physiotherapy
2495,prescribed
2496,aid
2497,recovery
2498,bruising
2499,Final
2500,HSEC
2501,Incident
2502,Alert
2503,Growth
2504,Innovation
2505,distributed
2506,incident
2507,occurrence
2508,DISPLAY
2509,BOARDS
2510,DAYS
2511,AFTER
2512,INCIDENT
2513,Incident:
2514,Dropped
2515,Hatch
2516,Covers
2517,Shaft
2518,Headframe
2519,Final
2520,Classification:
2521,Potential
2522,Fatal
2523,Incident
2524,(PFI)
2525,Operation
2526,Project:
2527,Underground
2528,Project
2529,Location
2530,Region
2531,Shaft
2532,Headframe
2533,Level
2534,18
2535,Growth
2536,Innovation
2537,Critical
2538,Control:
2539,Falling
2540,Objects
2541,Work
2542,Area
2543,Mgt
2544,Kane
2545,"Moran,"
2546,9907
2547,4631
2548,happened?
2549,(2)
2550,hatch
2551,covers
2552,fell
2553,five
2554,(5)
2555,metres
2556,into
2557,open
2558,"area,"
2559,landing
2560,approximately
2561,three
2562,(3)
2563,metres
2564,nearest
2565,worker.
2566,fallen
2567,objects
2568,(2)
2569,seven
2570,(7)
2571,hatch
2572,covers
2573,"stacked,"
2574,un
2575,"secured,"
2576,next
2577,edge
2578,handrail.
2579,covers
2580,fell
2581,because
2582,they
2583,bumped
2584,worker
2585,conducting
2586,housekeeping
2587,activities.
2588,cover
2589,weighed
2590,~20kg
2591,other
2592,~11.5kg.
2593,Transferrable
2594,Learnings
2595,Stack
2596,store
2597,material
2598,aw
2599,ay
2600,edges
2601,so
2602,cannot
2603,fall;
2604,prevent
2605,objects
2606,falling
2607,"heights,"
2608,choose
2609,appropriate
2610,encapsulation
2611,based
2612,risk
2613,exposure
2614,(Tarp
2615,"aulin,"
2616,netting
2617,plywood
2618,etc.
2619,continually
2620,monitor
2621,effectiveness
2622,encapsulation.
2623,Factors
2624,actions:
2625,E
2626,Material
2627,stacked
2628,unstable
2629,position
2630,near
2631,handrail.
2632,Eliminat
2633,e
2634,r
2635,emove
2636,unwanted
2637,items
2638,levels
2639,move
2640,designate
2641,d
2642,storage
2643,locations
2644,(C)
2645,Encapsulation
2646,fit
2647,purpose.
2648,e
2649,ncapsulate
2650,handrails
2651,stairways
2652,appropriate
2653,mat
2654,erials
2655,based
2656,risk
2657,assessment
2658,"Tarpaulin,"
2659,netting
2660,"plywood,"
2661,etc.
2662,(P)
2663,JHA
2664,reflect
2665,housekeeping
2666,task
2667,there
2668,inadequate
2669,super
2670,vision
2671,Administrate
2672,Increase
2673,planned
2674,scheduled
2675,CCVs
2676,focusing
2677,encapsulation
2678,drop
2679,zones
2680,material
2681,management.
2682,Preliminary
2683,HSEC
2684,Incident
2685,Alert
2686,Growth
2687,Innovation
2688,distributed
2689,incident
2690,occurrence
2691,DISPLAY
2692,BOARDS
2693,DAYS
2694,AFTER
2695,INCIDENT
2696,Incident:
2697,Falling
2698,objects
2699,Electrical
2700,panel
2701,covers
2702,fell
2703,height
2704,Preliminary
2705,Classification:
2706,Potential
2707,Fatal
2708,Incident
2709,(PFI)
2710,Operation
2711,Project:
2712,Underground
2713,Project
2714,Location
2715,Region:
2716,Shaft
2717,Headframe
2718,18
2719,Growth
2720,Innovation
2721,Critical
2722,Control:
2723,Falling
2724,Objects
2725,Work
2726,Area
2727,Mgt
2728,Kane
2729,"Moran,"
2730,990
2731,7
2732,4631
2733,electrical
2734,panel
2735,covers
2736,fell
2737,level
2738,another
2739,shaft
2740,head
2741,frame
2742,during
2743,housekeeping
2744,activities.
2745,covers
2746,stacked
2747,six
2748,high
2749,(ab
2750,ove
2751,height
2752,e
2753,kick
2754,plate
2755,mesh
2756,style
2757,encapsulation
2758,handrail.
2759,cover
2760,weighted
2761,~20kg
2762,other
2763,cover
2764,~11.5kg.
2765,Preliminary
2766,i
2767,nvestigation
2768,found
2769,covers
2770,dropped
2771,~5m
2772,landed
2773,open
2774,area
2775,barricaded.
2776,injured.
2777,Immediate
2778,actions:
2779,Hard
2780,barricade
2781,encapsulation
2782,ordered
2783,install
2784,commenced.
2785,contractor
2786,EPCM
2787,leadership.
2788,Investigation
2789,commenced.
2790,Final
2791,HSEC
2792,Incident
2793,Alert
2794,Growth
2795,Innovation
2796,distributed
2797,incident
2798,occurrence
2799,DISPLAY
2800,BOARDS
2801,DAYS
2802,AFTER
2803,INCIDENT
2804,Incident:
2805,Pinched
2806,finger
2807,tightening
2808,bolts
2809,Final
2810,Classification:
2811,Medical
2812,Treatment
2813,Injury
2814,(MTI)
2815,Operation
2816,Project:
2817,Underground
2818,Project
2819,Location
2820,Region
2821,Shaft
2822,Surface
2823,Area
2824,Growth
2825,Innovation
2826,Critical
2827,Control:
2828,Duff
2829,04
2830,35
2831,worker
2832,pinched
2833,L
2834,index
2835,finger
2836,DN30
2837,wrench
2838,flange
2839,bolt.
2840,received
2841,medical
2842,treatment
2843,(Sutures)
2844,returned
2845,full
2846,duty
2847,without
2848,restrictions.
2849,Investigation
2850,findings
2851,actions
2852,Taking
2853,unsafe
2854,position
2855,(Line
2856,fire).
2857,(Administration
2858,action
2859,):
2860,Re
2861,rollout
2862,Line
2863,fire
2864,campaign
2865,specific
2866,contractor.
2867,Inadequate
2868,tool/equipment
2869,task.
2870,(Substitution
2871,action):
2872,Review
2873,work
2874,method
2875,potential
2876,mitigation
2877,options
2878,"e.g.,"
2879,longer
2880,wrench
2881,remove
2882,hand
2883,placement
2884,line
2885,fire.
2886,wrenches
2887,equipped
2888,non
2889,slippery
2890,grip
2891,indication
2892,line
2893,fire
2894,interim
2895,solution
2896,until
2897,new
2898,(longer)
2899,tool
2900,site.
2901,Final
2902,HSEC
2903,Incident
2904,Alert
2905,Growth
2906,Innovation
2907,distributed
2908,incident
2909,occurrence
2910,DISPLAY
2911,BOARDS
2912,DAYS
2913,AFTER
2914,INCIDENT
2915,Incident:
2916,Falling
2917,chain
2918,block
2919,struck
2920,worker
2921,Final
2922,Classification:
2923,Potential
2924,Fatal
2925,Incident
2926,(PFI)
2927,Operation
2928,Project:
2929,Underground
2930,Project
2931,Location
2932,Region
2933,Shaft
2934,Headframe
2935,Growth
2936,Innovation
2937,Critical
2938,Control:
2939,Falling
2940,Objects
2941,Mechanical
2942,Integrity
2943,Equipment
2944,Heights
2945,Kane
2946,"Moran,"
2947,990
2948,7
2949,4631
2950,happened?
2951,worker
2952,struck
2953,hard
2954,hat
2955,chain
2956,block
2957,fell
2958,approximately
2959,6m.
2960,crew
2961,process
2962,lowering
2963,Galloway
2964,(suspended
2965,work
2966,platform).
2967,chain
2968,block
2969,secured
2970,outer
2971,face
2972,top
2973,deck
2974,Galloway
2975,contact
2976,wall
2977,bracket.
2978,continual
2979,movement
2980,Galloway
2981,subsequently
2982,loaded
2983,chain
2984,block
2985,hook
2986,safety
2987,latch
2988,resulted
2989,chain
2990,block
2991,dislodged.
2992,received
2993,first
2994,aid
2995,treatmen
2996,t
2997,returned
2998,work
2999,normal
3000,duties.
3001,Transferable
3002,Learnings:
3003,Always
3004,field
3005,verify
3006,built
3007,data
3008,dimensions
3009,received
3010,material
3011,comparison
3012,new
3013,designs/plans;
3014,When
3015,hazard
3016,"recognised,"
3017,use
3018,your
3019,stop
3020,work
3021,authority
3022,report
3023,condition
3024,your
3025,supervisor/shift
3026,boss.
3027,Factors
3028,Actions;
3029,(E)
3030,NW
3031,lifting
3032,point
3033,nd
3034,attached
3035,chain
3036,block
3037,positioned
3038,such
3039,protruded
3040,beyond
3041,footprint
3042,top
3043,deck
3044,Galloway.
3045,Eliminate
3046,Relocated
3047,NW
3048,(and
3049,NE)
3050,lifting
3051,p
3052,oint
3053,eliminate
3054,potential
3055,clashes
3056,wall
3057,brackets.
3058,(C)
3059,When
3060,conflict
3061,wall
3062,brackets
3063,chain
3064,block
3065,"identified,"
3066,there
3067,escalation
3068,management
3069,risk
3070,assessment
3071,identify
3072,eliminate
3073,engineer
3074,out
3075,hazard.
3076,Conduct
3077,risk
3078,assessment
3079,evaluate
3080,any
3081,uneven
3082,load
3083,distribution
3084,Galloway
3085,review
3086,existing
3087,planned
3088,shaft
3089,installations
3090,ensure
3091,there
3092,will
3093,further
3094,clashes
3095,Galloway
3096,shaft
3097,furnishings.
3098,(P)
3099,SWP
3100,specify
3101,location
3102,workers
3103,specific
3104,duties
3105,hazard
3106,identification
3107,galloway
3108,movements.
3109,Administrate
3110,Update
3111,Lowering
3112,Raising
3113,Galloway
3114,SWP
3115,reflect
3116,current
3117,practices
3118,provide
3119,specific
3120,details
3121,"locations,"
3122,hazard
3123,identification
3124,tasks
3125,required
3126,personnel.
3127,Increase
3128,amount
3129,scheduled
3130,CRM
3131,verifications
3132,shaft
3133,sinking
3134,scope
3135,work
3136,focusing
3137,Falling
3138,Objects.
3139,Preliminary
3140,HSEC
3141,Incident
3142,Alert
3143,Growth
3144,Innovation
3145,distributed
3146,incident
3147,occurrence
3148,DISPLAY
3149,BOARDS
3150,DAYS
3151,AFTER
3152,INCIDENT
3153,Incident:
3154,Pinched
3155,finger
3156,tightening
3157,bolts
3158,Preliminary
3159,Classification:
3160,Medical
3161,Treatment
3162,Injury
3163,(MTI)
3164,Operation
3165,Project:
3166,Underground
3167,Project
3168,Location
3169,Region:
3170,Shaft
3171,Surface
3172,Area
3173,Growth
3174,Innovation
3175,Critical
3176,Control:
3177,"Duff,"
3178,9509
3179,0435
3180,worker
3181,pinched
3182,L
3183,index
3184,finger
3185,DN30
3186,wrench
3187,flange
3188,bolt.
3189,received
3190,medical
3191,treatment
3192,(Sutures)
3193,returned
3194,full
3195,duty
3196,without
3197,restrictions
3198,Preliminary
3199,findings
3200,final
3201,nut
3202,tight
3203,"others,"
3204,unbeknown
3205,applied
3206,significant
3207,pressure.
3208,placed
3209,their
3210,left
3211,hand
3212,front
3213,tool
3214,line
3215,fire
3216,learnings
3217,Identify
3218,line
3219,fire
3220,hazards
3221,your
3222,work
3223,area
3224,put
3225,adequate
3226,controls
3227,place
3228,prior
3229,starting
3230,task.
3231,Preliminary
3232,HSEC
3233,Incident
3234,Alert
3235,Growth
3236,Innovation
3237,distributed
3238,incident
3239,occurrence
3240,DISPLAY
3241,BOARDS
3242,DAYS
3243,AFTER
3244,INCIDENT
3245,Incident:
3246,Falling
3247,chain
3248,block
3249,struck
3250,worker
3251,Preliminary
3252,Classification:
3253,Potential
3254,Fatal
3255,Incident
3256,(PFI)
3257,Operation
3258,Project:
3259,Underground
3260,Project
3261,Location
3262,Region:
3263,Shaft
3264,"#2,"
3265,Barrel
3266,Equipping
3267,Growth
3268,Innovation
3269,Critical
3270,Control:
3271,Mechanical
3272,Integrity
3273,Equipment
3274,Height
3275,Kane
3276,"Moran,"
3277,9907
3278,4631
3279,worker
3280,struck
3281,top
3282,hard
3283,hat
3284,14kg
3285,chain
3286,block
3287,fell
3288,approximately
3289,6m.
3290,crew
3291,process
3292,lowering
3293,Galloway
3294,(suspended
3295,work
3296,platform).
3297,chain
3298,block
3299,secured
3300,outer
3301,face
3302,top
3303,deck
3304,Galloway
3305,contact
3306,wall
3307,bracket.
3308,continual
3309,movement
3310,Galloway
3311,subsequently
3312,loaded
3313,chain
3314,block
3315,hook
3316,safety
3317,latch
3318,resulted
3319,chain
3320,block
3321,dislodged.
3322,received
3323,first
3324,aid
3325,treatment
3326,returned
3327,work
3328,rmal
3329,duties.
3330,Immediate
3331,actions:
3332,Work
3333,activity
3334,stopped
3335,immediately.
3336,Crews
3337,stood
3338,down
3339,work
3340,area
3341,barricaded.
3342,Chain
3343,Blocks
3344,relocated
3345,Galloway
3346,shadow
3347,/envelope
3348,Investigation
3349,commenced.
3350,99116905
3351,Final
3352,HSEC
3353,Incident
3354,Alert
3355,Growth
3356,Innovation
3357,distributed
3358,incident
3359,occurrence
3360,DISPLAY
3361,BOARDS
3362,DAYS
3363,AFTER
3364,INCIDENT
3365,Incident:
3366,Pinched
3367,thumb
3368,aligning
3369,cab
3370,l
3371,e
3372,trays
3373,Final
3374,Classification:
3375,Medical
3376,Treatment
3377,Injury
3378,(MTI)
3379,Operation
3380,Project:
3381,Underground
3382,Project
3383,Location
3384,Region
3385,Shaft
3386,Laydown
3387,Area
3388,Growth
3389,Innovation
3390,Critical
3391,Control:
3392,David
3393,Bayona
3394,9901
3395,7845
3396,n
3397,electrician
3398,sustained
3399,pinch
3400,injury
3401,left
3402,thumb
3403,end
3404,sections
3405,cable
3406,tray
3407,pushed
3408,together
3409,while
3410,re
3411,installed.
3412,Transferrable
3413,Learnings:
3414,Field
3415,verification
3416,assembly
3417,sequencing
3418,necessary
3419,prevent
3420,potential
3421,rework;
3422,When
3423,work
3424,tasks
3425,change
3426,thorough
3427,risk
3428,assessment
3429,performed
3430,identify
3431,new
3432,hazards;
3433,Identify
3434,pinch
3435,points
3436,line
3437,fire
3438,risk
3439,potentials
3440,part
3441,al
3442,l
3443,risk
3444,assessments.
3445,Factors
3446,actions:
3447,Splice
3448,plates
3449,hindered
3450,alignment
3451,presented
3452,line
3453,fire
3454,pinch
3455,point.
3456,Eliminate
3457,splice
3458,pla
3459,tes
3460,removed
3461,cable
3462,trays
3463,re
3464,installation
3465,JHA
3466,identify
3467,line
3468,fire
3469,potential.
3470,Administrative
3471,Re
3472,invigorate
3473,line
3474,fire
3475,campaign
3476,include
3477,Top
3478,line
3479,fire
3480,hazards.
3481,(MTI)
3482,9901
3483,7845
3484,Final
3485,HSEC
3486,Incident
3487,Alert
3488,Growth
3489,Innovation
3490,distributed
3491,incident
3492,occurrence
3493,DISPLAY
3494,BOARDS
3495,DAYS
3496,AFTER
3497,INCIDENT
3498,Incident:
3499,Fly
3500,Rock
3501,Containment
3502,Failure
3503,Final
3504,Classification:
3505,Potential
3506,Fatal
3507,Incident
3508,(PFI)
3509,Operation
3510,Project:
3511,Underground
3512,Project
3513,Location
3514,Region
3515,Shaft
3516,14
3517,Growth
3518,Innovation
3519,Critical
3520,Control:
3521,Unplanned
3522,Initation
3523,Explosives
3524,Duff
3525,piece
3526,fly
3527,rock
3528,escaped
3529,through
3530,gaps
3531,ineffective
3532,blast
3533,cover
3534,during
3535,pre
3536,sink
3537,blast
3538,Shaft
3539,fly
3540,rock
3541,landed
3542,152
3543,meters
3544,"shaft,"
3545,which
3546,outside
3547,100
3548,meter
3549,exclusion
3550,zone
3551,proximity
3552,blast
3553,crew.
3554,Transferrable
3555,Learnings:
3556,controls
3557,release
3558,energy
3559,correctly
3560,identified
3561,field
3562,verification
3563,performed
3564,ensure
3565,effectiveness
3566,When
3567,methodologies
3568,change
3569,thorough
3570,risk
3571,assessment
3572,performed
3573,ensure
3574,proper
3575,effective
3576,controls
3577,identified
3578,implemented
3579,correctly.
3580,Factors
3581,actions:
3582,Critical
3583,(E
3584,/C
3585,blast
3586,cover
3587,provide
3588,adequate
3589,containment
3590,prevent
3591,fly
3592,rock
3593,escaping.
3594,Complete
3595,engineering
3596,review
3597,current
3598,blast
3599,cover
3600,improve
3601,fit
3602,"purpose,"
3603,complete
3604,installation
3605,requirements
3606,(C)
3607,blast
3608,cover
3609,beyond
3610,its
3611,intended
3612,design
3613,inspection
3614,processes
3615,rigourous
3616,enough
3617,identify
3618,deficiencies.
3619,Administrative
3620,Review
3621,crane
3622,sink
3623,activities
3624,sequencing
3625,ensure
3626,methodology
3627,equipment
3628,selection(s)
3629,fit
3630,purp
3631,ose
3632,Above:
3633,Shadow
3634,indicates
3635,approximate
3636,size
3637,location
3638,shaft
3639,(PFI)
3640,14
3641,990
3642,7
3643,4631
3644,100
3645,30-
3646,08:40
3647,99097859
3648,2019.01.07
3649,˘ˇ
3650,(PFI)
3651,ˆ˙
3652,˝˛˛
3653,˚˜
3654,!˘
3655,"!"""
3656,˚
3657,/$
3658,1-
3659,"31,"
3660,16:50
3661,%
3662,"#"""
3663,&##
3664,"#"""
3665,+99092837
3666,16:50
3667,'
3668,2-
3669,(1
3670,˛˛˛
3671,ˇ'
3672,'
3673,100
3674,##
3675,10
3676,˚
3677,ˇ*
3678,'
3679,#ˇ
3680,#ˇ
3681,˚
3682,(i)
3683,ˇ#
3684,%
3685,ˇˇ
3686,(ii)
3687,˚
3688,˛˛#
3689,6
3690,%
3691,%
3692,(iii)
3693,ˇˇ
3694,˘ˇˇˇ
3695,ˇ#
3696,%
3697,ˇˇ
3698,%
3699,%
3700,'
3701,#ˇ
3702,ˇˇ
3703,#ˇ
3704,ˇˇ
3705,˘ˇ˙˘˘
3706,ˆ˙
3707,ˇˇ
3708,ˆ˙
3709,'
3710,'
3711,"#"""
3712,˘'
3713,%
3714,ˇ*
3715,NDT(
3716,'
3717,ˇˇ
3718,'
3719,ˇ*
3720,˘'#
3721,'
3722,ˇˇ
3723,'
3724,#ˇ
3725,#˘
3726,16
3727,:50
3728,+99092837
3729,#37
3730,Final
3731,HSEC
3732,Incident
3733,Alert
3734,Growth
3735,Innovation
3736,distributed
3737,incident
3738,occurrence
3739,DISPLAY
3740,BOARDS
3741,DAYS
3742,AFTER
3743,INCIDENT
3744,Incident:
3745,Jumbo
3746,offsider
3747,Fracture
3748,wrist
3749,Final
3750,Classification:
3751,Lost
3752,Injury
3753,(LTI)
3754,Operation
3755,Project:
3756,Underground
3757,Project
3758,Location
3759,Region
3760,Shaft
3761,Underground
3762,Development
3763,31
3764,January
3765,Growth
3766,Innovation
3767,Critical
3768,Control:
3769,Entanglement
3770,Crushing
3771,1133
3772,workers
3773,conducting
3774,bolting
3775,activities
3776,operator
3777,requested
3778,offsider
3779,change
3780,resin
3781,injection
3782,tube
3783,bolting
3784,dolly.
3785,threading
3786,dolly
3787,"shank,"
3788,thread
3789,misaligned
3790,causing
3791,rotation
3792,struck
3793,e
3794,left
3795,forearm.
3796,sustained
3797,fractured
3798,left
3799,ulna
3800,(wrist)
3801,required
3802,surgery.
3803,Inv
3804,estigation
3805,findings
3806,actions
3807,Workers
3808,follow
3809,control
3810,SWP
3811,took
3812,hortcuts
3813,complete
3814,task
3815,quicker
3816,placing
3817,offsider
3818,line
3819,fire
3820,o
3821,Engineering
3822,Action
3823,investigate
3824,automated
3825,proximity
3826,detection
3827,system.
3828,o
3829,Administrative
3830,Action
3831,warning
3832,light
3833,system
3834,identify
3835,energized
3836,power
3837,packs
3838,o
3839,Disciplinary
3840,Action
3841,re
3842,-training.
3843,Critical
3844,o
3845,Always
3846,follow
3847,procedure
3848,don™t
3849,take
3850,shortcuts.
3851,o
3852,Always
3853,isolate
3854,equipment/machine
3855,required.
3856,Preliminary
3857,HSEC
3858,Incident
3859,Alert
3860,Growth
3861,Innovation
3862,distributed
3863,incident
3864,occurrence
3865,DISPLAY
3866,BOARDS
3867,DAYS
3868,AFTER
3869,INCIDENT
3870,Incident:
3871,Jumbo
3872,offsider
3873,Fracture
3874,wrist
3875,Preliminary
3876,Classification:
3877,Lost
3878,Injury
3879,(L
3880,D
3881,I)
3882,Operation
3883,Project:
3884,Underground
3885,Project
3886,Location
3887,Region:
3888,Underground
3889,"Development,"
3890,Shaft
3891,31
3892,January
3893,Growth
3894,Innovation
3895,Critical
3896,Control:
3897,Entanglement
3898,Crushing
3899,"Curtis,"
3900,1133
3901,workers
3902,conducting
3903,bolting
3904,activities
3905,operator
3906,requested
3907,offsider
3908,change
3909,resin
3910,injection
3911,tube
3912,bolting
3913,dolly.
3914,threading
3915,dolly
3916,"shank,"
3917,thread
3918,misaligned
3919,causing
3920,rotation
3921,struck
3922,e
3923,left
3924,forearm.
3925,assessed
3926,clinic
3927,sustained
3928,fractured
3929,left
3930,ulna
3931,(wrist)
3932,requiring
3933,surgery.
3934,Immediate
3935,actions:
3936,Event
3937,reported
3938,transferred
3939,Ulaanbaatar
3940,further
3941,medical
3942,care
3943,Preliminary
3944,findings:
3945,isolation
3946,power
3947,pack
3948,jumbo
3949,Final
3950,HSEC
3951,Incident
3952,Alert
3953,Growth
3954,Innovation
3955,distributed
3956,incident
3957,occurrence
3958,DISPLAY
3959,BOARDS
3960,DAYS
3961,AFTER
3962,INCIDENT
3963,Incident:
3964,Worker
3965,Slipped
3966,From
3967,Ladder
3968,injured
3969,head
3970,Final
3971,Classification:
3972,Lost
3973,Injury
3974,(LTI)
3975,Operation
3976,Project:
3977,Underground
3978,Project
3979,Location
3980,Region
3981,Central
3982,Heating
3983,Plant
3984,Expansion
3985,February
3986,Growth
3987,Innovation
3988,Critical
3989,Control:
3990,Scaffold
3991,Duff
3992,worker
3993,descending
3994,scaffold
3995,ladder
3996,he
3997,fell
3998,approximately
3999,1.7
4000,mete
4001,rs
4002,platform
4003,deck
4004,below.
4005,D
4006,uring
4007,fall
4008,contacted
4009,head
4010,scaffold
4011,structure.
4012,impact
4013,resulted
4014,small
4015,ba
4016,sal
4017,skull
4018,fracture
4019,requiring
4020,bed
4021,rest.
4022,Factors
4023,actions:
4024,pre
4025,exisiting
4026,medical
4027,c
4028,onditions
4029,(otherwise
4030,fit)
4031,which
4032,may
4033,pre
4034,disposed
4035,faint
4036,fall.
4037,Action
4038,scaffold
4039,"tagged,"
4040,currently
4041,inspected
4042,built
4043,site
4044,standards.
4045,This
4046,ensured
4047,remained
4048,confines
4049,scaffold.
4050,Action
4051,Learnings
4052,others:
4053,Even
4054,small
4055,fall
4056,can
4057,result
4058,injury.
4059,Re
4060,inforce
4061,importance
4062,points
4063,contact
4064,ascending
4065,descending
4066,ladders
4067,stairways.
4068,Preliminary
4069,HSEC
4070,Incident
4071,Alert
4072,Growth
4073,Innovation
4074,distributed
4075,incident
4076,occurrence
4077,DISPLAY
4078,BOARDS
4079,DAYS
4080,AFTER
4081,INCIDENT
4082,Incident:
4083,Worker
4084,Slipped
4085,From
4086,Ladder
4087,Preliminary
4088,Classification:
4089,Lost
4090,Injury
4091,(LTI)
4092,Operation
4093,Project
4094,Underground
4095,Project
4096,Location
4097,Region
4098,Central
4099,Heating
4100,Plant
4101,February
4102,Growth
4103,Innovation
4104,Critical
4105,Control
4106,Fall
4107,From
4108,Height
4109,David
4110,Bayona
4111,9901
4112,7845
4113,worker
4114,descending
4115,3m
4116,scaffold
4117,ladder
4118,he
4119,slipped
4120,down
4121,approximately
4122,1.7
4123,meters.
4124,Sometime
4125,during
4126,fall
4127,I
4128,P
4129,impacted
4130,head
4131,scaffold
4132,structure.
4133,referred
4134,CT
4135,scan
4136,results
4137,showing
4138,small
4139,basal
4140,kull
4141,fracture.
4142,"alert,"
4143,conscious
4144,under
4145,observation
4146,bed
4147,rest.
4148,Immediate
4149,Actions
4150,transported
4151,Ulaanbaatar
4152,scans
4153,further
4154,care.
4155,Scene
4156,secured.
4157,Investigation
4158,commenced.
4159,Preliminary
4160,Finding
4161,scaffold
4162,inspected
4163,confirmed
4164,compliant
4165,design
4166,obstructions.
4167,Final
4168,HSEC
4169,Incident
4170,Alert
4171,Growth
4172,Innovation
4173,distributed
4174,incident
4175,occurrence
4176,DISPLAY
4177,BOARDS
4178,DAYS
4179,AFTER
4180,INCIDENT
4181,Incident:
4182,Felt
4183,Blanket
4184,Fire
4185,CHP
4186,Final
4187,Classification:
4188,Significant
4189,Incident
4190,Operation
4191,Project:
4192,Underground
4193,Project
4194,Location
4195,Region
4196,Central
4197,Heating
4198,Plant
4199,Expansion
4200,February
4201,Growth
4202,Innovation
4203,Critical
4204,Control:
4205,Duff
4206,F
4207,elt
4208,insulation
4209,b
4210,lanket
4211,vent
4212,ducting
4213,forced
4214,air
4215,heater
4216,caug
4217,ht
4218,fire
4219,caused
4220,smoke
4221,enter
4222,CHP
4223,building
4224,blanket
4225,ignited
4226,uncontrolled
4227,sparks/slag
4228,overhead
4229,hot
4230,work
4231,o
4232,n
4233,adjacent
4234,building.
4235,CHP
4236,building
4237,evacuated
4238,personnel
4239,safely
4240,accounted
4241,for.
4242,Factors
4243,actions:
4244,Hot
4245,work
4246,controls
4247,inadequate
4248,welding
4249,took
4250,place
4251,above
4252,combustible
4253,material
4254,without
4255,additional
4256,fire
4257,watch
4258,place
4259,Improve
4260,assurance
4261,education
4262,around
4263,hot
4264,work
4265,controls
4266,field.
4267,F
4268,elt
4269,blanket
4270,material
4271,common
4272,across
4273,site
4274,multiple
4275,purposes
4276,"insulation,"
4277,wind
4278,p
4279,"rotection,"
4280,dropped
4281,object
4282,protection
